"","Miles.per.gallon","Cylinders","Displacement","Horsepower","Weight","Acceleration","Model.year","Origin","Car.name","Index","Miles.per.gallon_z","Displacement_z","Horsepower_z","Weight_z","Acceleration_z","Cylinders_z"
"165",15,8,350,145,4440,14,75,1,"chevrolet bel air",165,-1.08937947209447,1.47938244821089,1.02963004874281,1.72441410061344,-0.542101291007852,1.47452988340145
"166",16,8,318,150,4498,14.5,75,1,"plymouth grand fury",166,-0.961436533622567,1.17439531300424,1.15859980495786,1.79289072826015,-0.36374381600851,1.47452988340145
"167",14,8,351,148,4657,13.5,75,1,"ford ltd",167,-1.21732241056638,1.4889132961861,1.10701190247184,1.98061113853304,-0.720458766007193,1.47452988340145
"168",17,6,231,110,3907,21,75,1,"buick century",168,-0.833493595150659,0.345211539161138,0.126841755237497,1.09513750517037,1.95490335898293,0.30641450259952
"169",16,6,250,105,3897,18.5,75,1,"chevroelt chevelle malibu",169,-0.961436533622567,0.52629765069009,-0.00212800097754814,1.08333119005887,1.06311598398622,0.30641450259952
"170",15,6,258,110,3730,19,75,1,"amc matador",170,-1.08937947209447,0.602544434491755,0.126841755237497,0.886165727696786,1.24147345898557,0.30641450259952
"171",18,6,225,95,3785,19,75,1,"plymouth fury",171,-0.705550656678751,0.288026451309889,-0.260067513407639,0.951100460810048,1.24147345898557,0.30641450259952
"172",21,6,231,110,3039,15,75,1,"buick skyhawk",172,-0.321721841263028,0.345211539161138,0.126841755237497,0.0703493534919853,-0.185386341009168,0.30641450259952
"173",20,8,262,110,3221,13.5,75,1,"chevrolet monza 2+2",173,-0.449664779734936,0.640667826392587,0.126841755237497,0.285224288521325,-0.720458766007193,1.47452988340145
"174",13,8,302,129,3169,12,75,1,"ford mustang ii",174,-1.34526534903829,1.02190174540091,0.616926828854669,0.223831449941514,-1.25553119100522,1.47452988340145
"175",29,4,97,75,2171,16,75,3,"toyota corolla",175,0.701821666512234,-0.93192208951674,-0.77594653826782,-0.954438798186404,0.171328608989515,-0.861700878202408
"176",23,4,140,83,2639,17,75,1,"ford pinto",176,-0.0658359643192128,-0.522095626582794,-0.569594928323747,-0.401903250968102,0.528043558988199,-0.861700878202408
"177",20,6,232,100,2914,16,75,1,"amc gremlin",177,-0.449664779734936,0.354742387136346,-0.131097757192593,-0.077229585401792,0.171328608989515,0.30641450259952
"178",23,4,140,78,2592,18.5,75,1,"pontiac astro",178,-0.0658359643192128,-0.522095626582794,-0.698564684538793,-0.457392931992162,1.06311598398622,-0.861700878202408
"179",24,4,134,96,2702,13.5,75,3,"toyota corona",179,0.062106974152695,-0.579280714434042,-0.23427356216463,-0.327523465765638,-0.720458766007193,-0.861700878202408
"180",25,4,90,71,2223,16.5,75,2,"volkswagen dasher",180,0.190049912624603,-0.998638025343196,-0.879122343239856,-0.893045959606592,0.349686083988857,-0.861700878202408
"181",24,4,119,97,2545,17,75,3,"datsun 710",181,0.062106974152695,-0.722243434062163,-0.208479610921621,-0.512882613016222,0.528043558988199,-0.861700878202408
"182",18,6,171,97,2984,14.5,75,1,"ford pinto",182,-0.705550656678751,-0.226639339351345,-0.208479610921621,0.0054146203787233,-0.36374381600851,0.30641450259952
"183",29,4,90,70,1937,14,75,2,"volkswagen rabbit",183,0.701821666512234,-0.998638025343196,-0.904916294482865,-1.23070657179555,-0.542101291007852,-0.861700878202408
"184",19,6,232,90,3211,17,75,1,"amc pacer",184,-0.577607718206844,0.354742387136346,-0.389037269622684,0.273417973409823,0.528043558988199,0.30641450259952
"185",23,4,115,95,2694,15,75,2,"audi 100ls",185,-0.0658359643192128,-0.760366825962995,-0.260067513407639,-0.33696851785484,-0.185386341009168,-0.861700878202408
"186",23,4,120,88,2957,17,75,2,"peugeot 504",186,-0.0658359643192128,-0.712712586086955,-0.440625172108702,-0.0264624304223326,0.528043558988199,-0.861700878202408
"187",22,4,121,98,2945,14.5,75,2,"volvo 244dl",187,-0.193778902791121,-0.703181738111747,-0.182685659678612,-0.0406300085561352,-0.36374381600851,-0.861700878202408
"188",25,4,121,115,2671,13.5,75,2,"saab 99le",188,0.190049912624603,-0.703181738111747,0.255811511452542,-0.364123042611295,-0.720458766007193,-0.861700878202408
"189",33,4,91,53,1795,17.5,75,3,"honda civic cvcc",189,1.21359342039986,-0.989107177367988,-1.34341346561402,-1.39835624637889,0.706401033987541,-0.861700878202408
"190",28,4,107,86,2464,15.5,76,2,"fiat 131",190,0.573878728040326,-0.836613609764659,-0.49221307459472,-0.60851376541939,-0.00702886600982643,-0.861700878202408
"191",25,4,116,81,2220,16.9,76,2,"opel 1900",191,0.190049912624603,-0.750835977987787,-0.621182830809766,-0.896587854140043,0.49237206398833,-0.861700878202408
"192",25,4,140,92,2572,14.9,76,1,"capri ii",192,0.190049912624603,-0.522095626582794,-0.337449367136666,-0.481005562215166,-0.221057836009036,-0.861700878202408
"193",26,4,98,79,2255,17.7,76,1,"dodge colt",193,0.31799285109651,-0.922391241541532,-0.672770733295784,-0.855265751249786,0.777744023987277,-0.861700878202408
"194",27,4,101,83,2202,15.3,76,2,"renault 12tl",194,0.445935789568418,-0.893798697615907,-0.569594928323747,-0.917839221340747,-0.0783718560095629,-0.861700878202408
"195",17.5,8,305,140,4215,13,76,1,"chevrolet chevelle malibu classic",195,-0.769522125914705,1.05049428932653,0.900660292527769,1.45877201060464,-0.898816241006535,1.47452988340145
"196",16,8,318,150,4190,13,76,1,"dodge coronet brougham",196,-0.961436533622567,1.17439531300424,1.15859980495786,1.42925622282589,-0.898816241006535,1.47452988340145
"197",15.5,8,304,120,3962,13.9,76,1,"amc matador",197,-1.02540800285852,1.04096344135132,0.384781267667588,1.16007223828364,-0.57777278600772,1.47452988340145
"198",14.5,8,351,152,4215,12.8,76,1,"ford gran torino",198,-1.15335094133043,1.4889132961861,1.21018770744388,1.45877201060464,-0.970159231006272,1.47452988340145
"199",22,6,225,100,3233,15.4,76,1,"plymouth valiant",199,-0.193778902791121,0.288026451309889,-0.131097757192593,0.299391866655128,-0.0427003610096947,0.30641450259952
"200",22,6,250,105,3353,14.5,76,1,"chevrolet nova",200,-0.193778902791121,0.52629765069009,-0.00212800097754814,0.441067647993154,-0.36374381600851,0.30641450259952
"201",24,6,200,81,3012,17.6,76,1,"ford maverick",201,0.062106974152695,0.0497552519296884,-0.621182830809766,0.0384723026909294,0.742072528987409,0.30641450259952
"202",22.5,6,232,90,3085,17.6,76,1,"amc hornet",202,-0.129807433555167,0.354742387136346,-0.389037269622684,0.124658403004895,0.742072528987409,0.30641450259952
"203",29,4,85,52,2035,22.2,76,1,"chevrolet chevette",203,0.701821666512234,-1.04629226521924,-1.36920741685703,-1.11500468370283,2.38296129898135,-0.861700878202408
"204",24.5,4,98,60,2164,22.1,76,1,"chevrolet woody",204,0.126078443388649,-0.922391241541532,-1.16285580691296,-0.962703218764455,2.34728980398149,-0.861700878202408
"205",29,4,90,70,1937,14.2,76,2,"vw rabbit",205,0.701821666512234,-0.998638025343196,-0.904916294482865,-1.23070657179555,-0.470758301008115,-0.861700878202408
"206",33,4,91,53,1795,17.4,76,3,"honda civic",206,1.21359342039986,-0.989107177367988,-1.34341346561402,-1.39835624637889,0.670729538987672,-0.861700878202408
"207",20,6,225,100,3651,17.7,76,1,"dodge aspen se",207,-0.449664779734936,0.288026451309889,-0.131097757192593,0.792895838315919,0.777744023987277,0.30641450259952
"208",18,6,250,78,3574,21,76,1,"ford granada ghia",208,-0.705550656678751,0.52629765069009,-0.698564684538793,0.701987211957352,1.95490335898293,0.30641450259952
"209",18.5,6,250,110,3645,16.2,76,1,"pontiac ventura sj",209,-0.641579187442798,0.52629765069009,0.126841755237497,0.785812049249017,0.242671598989252,0.30641450259952
"210",17.5,6,258,95,3193,17.8,76,1,"amc pacer d/l",210,-0.769522125914705,0.602544434491755,-0.260067513407639,0.252166606209119,0.813415518987146,0.30641450259952
"211",29.5,4,97,71,1825,12.2,76,2,"volkswagen rabbit",211,0.765793135748188,-0.93192208951674,-0.879122343239856,-1.36293730104438,-1.18418820100548,-0.861700878202408
"212",32,4,85,70,1990,17,76,3,"datsun b-210",212,1.08565048192796,-1.04629226521924,-0.904916294482865,-1.16813310170459,0.528043558988199,-0.861700878202408
"213",28,4,97,75,2155,16.4,76,3,"toyota corolla",213,0.573878728040326,-0.93192208951674,-0.77594653826782,-0.973328902364807,0.314014588988988,-0.861700878202408
"214",26.5,4,140,72,2565,13.6,76,1,"ford pinto",214,0.381964320332464,-0.522095626582794,-0.853328391996847,-0.489269982793218,-0.684787271007325,-0.861700878202408
"215",20,4,130,102,3150,15.7,76,2,"volvo 245",215,-0.449664779734936,-0.617404106334874,-0.0795098547065753,0.201399451229659,0.06431412398991,-0.861700878202408
"216",13,8,318,150,3940,13.2,76,1,"plymouth volare premier v8",216,-1.34526534903829,1.17439531300424,1.15859980495786,1.13409834503833,-0.827473251006799,1.47452988340145
"217",19,4,120,88,3270,21.9,76,2,"peugeot 504",217,-0.577607718206844,-0.712712586086955,-0.440625172108702,0.343075232567686,2.27594681398175,-0.861700878202408
"218",19,6,156,108,2930,15.5,76,3,"toyota mark ii",218,-0.577607718206844,-0.369602058979465,0.075253852751479,-0.0583394812233885,-0.00702886600982643,0.30641450259952
"219",16.5,6,168,120,3820,16.7,76,2,"mercedes-benz 280s",219,-0.897465064386613,-0.255231883276969,0.384781267667588,0.992422563700305,0.421029073988594,0.30641450259952
"220",16.5,8,350,180,4380,12.1,76,1,"cadillac seville",220,-0.897465064386613,1.47938244821089,1.93241834224813,1.65357620994443,-1.21985969600535,1.47452988340145
"221",13,8,350,145,4055,12,76,1,"chevy c10",221,-1.34526534903829,1.47938244821089,1.02963004874281,1.26987096882061,-1.25553119100522,1.47452988340145
"222",13,8,302,130,3870,15,76,1,"ford f108",222,-1.34526534903829,1.02190174540091,0.642720780097678,1.05145413925782,-0.185386341009168,1.47452988340145
"223",13,8,318,150,3755,14,76,1,"dodge d100",223,-1.34526534903829,1.17439531300424,1.15859980495786,0.915681515475541,-0.542101291007852,1.47452988340145
"224",31.5,4,98,68,2045,18.5,77,3,"honda accord cvcc",224,1.021679012692,-0.922391241541532,-0.956504196968883,-1.10319836859133,1.06311598398622,-0.861700878202408
"225",30,4,111,80,2155,14.8,77,1,"buick opel isuzu deluxe",225,0.829764604984142,-0.798490217863827,-0.646976782052775,-0.973328902364807,-0.256729331008905,-0.861700878202408
"226",36,4,79,58,1825,18.6,77,2,"renault 5 gtl",226,1.59742223581559,-1.10347735307048,-1.21444370939897,-1.36293730104438,1.09878747898609,-0.861700878202408
"227",25.5,4,122,96,2300,15.5,77,1,"plymouth arrow gs",227,0.254021381860557,-0.693650890136539,-0.23427356216463,-0.802137333248026,-0.00702886600982643,-0.861700878202408
"228",33.5,4,85,70,1945,16.8,77,3,"datsun f-10 hatchback",228,1.27756488963582,-1.04629226521924,-0.904916294482865,-1.22126151970635,0.456700568988462,-0.861700878202408
"229",17.5,8,305,145,3880,12.5,77,1,"chevrolet caprice classic",229,-0.769522125914705,1.05049428932653,1.02963004874281,1.06326045436932,-1.07717371600588,1.47452988340145
"230",17,8,260,110,4060,19,77,1,"oldsmobile cutlass supreme",230,-0.833493595150659,0.621606130442171,0.126841755237497,1.27577412637636,1.24147345898557,1.47452988340145
"231",15.5,8,318,145,4140,13.7,77,1,"dodge monaco brougham",231,-1.02540800285852,1.17439531300424,1.02963004874281,1.37022464726838,-0.649115776007457,1.47452988340145
"232",15,8,302,130,4295,14.9,77,1,"mercury cougar brougham",232,-1.08937947209447,1.02190174540091,0.642720780097678,1.55322253149666,-0.221057836009036,1.47452988340145
"233",17.5,6,250,110,3520,16.4,77,1,"chevrolet concours",233,-0.769522125914705,0.52629765069009,0.126841755237497,0.63823311035524,0.314014588988988,0.30641450259952
"234",20.5,6,231,105,3425,16.9,77,1,"buick skylark",234,-0.385693310498982,0.345211539161138,-0.00212800097754814,0.526073116795969,0.49237206398833,0.30641450259952
"235",19,6,225,100,3630,17.7,77,1,"plymouth volare custom",235,-0.577607718206844,0.288026451309889,-0.131097757192593,0.768102576581764,0.777744023987277,0.30641450259952
"236",18.5,6,250,98,3525,19,77,1,"ford granada",236,-0.641579187442798,0.52629765069009,-0.182685659678612,0.644136267910991,1.24147345898557,0.30641450259952
"237",16,8,400,180,4220,11.1,77,1,"pontiac grand prix lj",237,-0.961436533622567,1.9559248469713,1.93241834224813,1.46467516816039,-1.57657464600403,1.47452988340145
"238",15.5,8,350,170,4165,11.4,77,1,"chevrolet monte carlo landau",238,-1.02540800285852,1.47938244821089,1.67447882981804,1.39974043504713,-1.46956016100443,1.47452988340145
"239",15.5,8,400,190,4325,12.2,77,1,"chrysler cordoba",239,-1.02540800285852,1.9559248469713,2.19035785467822,1.58864147683117,-1.18418820100548,1.47452988340145
"240",16,8,351,149,4335,14.5,77,1,"ford thunderbird",240,-0.961436533622567,1.4889132961861,1.13280585371485,1.60044779194267,-0.36374381600851,1.47452988340145
"241",29,4,97,78,1940,14.5,77,2,"volkswagen rabbit custom",241,0.701821666512234,-0.93192208951674,-0.698564684538793,-1.2271646772621,-0.36374381600851,-0.861700878202408
"242",24.5,4,151,88,2740,16,77,1,"pontiac sunbird coupe",242,0.126078443388649,-0.417256298855505,-0.440625172108702,-0.28265946834193,0.171328608989515,-0.861700878202408
"243",26,4,97,75,2265,18.2,77,3,"toyota corolla liftback",243,0.31799285109651,-0.93192208951674,-0.77594653826782,-0.843459436138283,0.956101498986619,-0.861700878202408
"244",25.5,4,140,89,2755,15.8,77,1,"ford mustang ii 2+2",244,0.254021381860557,-0.522095626582794,-0.414831220865693,-0.264949995674677,0.0999856189897789,-0.861700878202408
"245",30.5,4,98,63,2051,17,77,1,"chevrolet chevette",245,0.893736074220095,-0.922391241541532,-1.08547395318393,-1.09611457952443,0.528043558988199,-0.861700878202408
"246",33.5,4,98,83,2075,15.9,77,1,"dodge colt m/m",246,1.27756488963582,-0.922391241541532,-0.569594928323747,-1.06777942325682,0.135657113989647,-0.861700878202408
"247",30,4,97,67,1985,16.4,77,3,"subaru dl",247,0.829764604984142,-0.93192208951674,-0.982298148211892,-1.17403625926034,0.314014588988988,-0.861700878202408
"248",30.5,4,97,78,2190,14.1,77,2,"volkswagen dasher",248,0.893736074220095,-0.93192208951674,-0.698564684538793,-0.93200679947455,-0.506429796007983,-0.861700878202408
"249",22,6,146,97,2815,14.5,77,3,"datsun 810",249,-0.193778902791121,-0.464910538731546,-0.208479610921621,-0.194112105005664,-0.36374381600851,0.30641450259952
"250",21.5,4,121,110,2600,12.8,77,2,"bmw 320i",250,-0.257750372027074,-0.703181738111747,0.126841755237497,-0.44794787990296,-0.970159231006272,-0.861700878202408
"251",21.5,3,80,110,2720,13.5,77,3,"mazda rx-4",251,-0.257750372027074,-1.09394650509528,0.126841755237497,-0.306272098564934,-0.720458766007193,-1.44575856860337
"252",43.1,4,90,48,1985,21.5,78,2,"volkswagen rabbit custom diesel",252,2.50581709896613,-0.998638025343196,-1.47238322182906,-1.17403625926034,2.13326083398227,-0.861700878202408
"253",36.1,4,98,66,1800,14.4,78,1,"ford fiesta",253,1.61021652966278,-0.922391241541532,-1.0080920994549,-1.39245308882313,-0.399415311008378,-0.861700878202408
"254",32.8,4,78,52,1985,19.4,78,3,"mazda glc deluxe",254,1.18800483270548,-1.11300820104569,-1.36920741685703,-1.17403625926034,1.38415943898504,-0.861700878202408
"255",39.4,4,85,70,2070,18.6,78,3,"datsun b210 gx",255,2.03242822662007,-1.04629226521924,-0.904916294482865,-1.07368258081258,1.09878747898609,-0.861700878202408
"256",36.1,4,91,60,1800,16.4,78,3,"honda civic cvcc",256,1.61021652966278,-0.989107177367988,-1.16285580691296,-1.39245308882313,0.314014588988988,-0.861700878202408
"257",19.9,8,260,110,3365,15.5,78,1,"oldsmobile cutlass salon brougham",257,-0.462459073582127,0.621606130442171,0.126841755237497,0.455235226126956,-0.00702886600982643,1.47452988340145
"258",19.4,8,318,140,3735,13.2,78,1,"dodge diplomat",258,-0.526430542818081,1.17439531300424,0.900660292527769,0.892068885252537,-0.827473251006799,1.47452988340145
"259",20.2,8,302,139,3570,12.8,78,1,"mercury monarch ghia",259,-0.424076192040555,1.02190174540091,0.87486634128476,0.697264685912751,-0.970159231006272,1.47452988340145
"260",19.2,6,231,105,3535,19.2,78,1,"pontiac phoenix lj",260,-0.552019130512462,0.345211539161138,-0.00212800097754814,0.655942583022493,1.3128164489853,0.30641450259952
"261",20.5,6,200,95,3155,18.2,78,1,"chevrolet malibu",261,-0.385693310498982,0.0497552519296884,-0.260067513407639,0.207302608785411,0.956101498986619,0.30641450259952
"262",20.2,6,200,85,2965,15.8,78,1,"ford fairmont (auto)",262,-0.424076192040555,0.0497552519296884,-0.518007025837729,-0.0170173783331308,0.0999856189897789,0.30641450259952
"263",25.1,4,140,88,2720,15.4,78,1,"ford fairmont (man)",263,0.202844206471794,-0.522095626582794,-0.440625172108702,-0.306272098564934,-0.0427003610096947,-0.861700878202408
"264",20.5,6,225,100,3430,17.2,78,1,"plymouth volare",264,-0.385693310498982,0.288026451309889,-0.131097757192593,0.53197627435172,0.599386548987935,0.30641450259952
"265",19.4,6,232,90,3210,17.2,78,1,"amc concord",265,-0.526430542818081,0.354742387136346,-0.389037269622684,0.272237341898673,0.599386548987935,0.30641450259952
"266",20.6,6,231,105,3380,15.8,78,1,"buick century special",266,-0.372899016651791,0.345211539161138,-0.00212800097754814,0.47294469879421,0.0999856189897789,0.30641450259952
"267",20.8,6,200,85,3070,16.7,78,1,"mercury zephyr",267,-0.34731042895741,0.0497552519296884,-0.518007025837729,0.106948930337642,0.421029073988594,0.30641450259952
"268",18.6,6,225,110,3620,18.7,78,1,"dodge aspen",268,-0.628784893595607,0.288026451309889,0.126841755237497,0.756296261470262,1.13445897398596,0.30641450259952
"269",18.1,6,258,120,3410,15.1,78,1,"amc concord d/l",269,-0.692756362831561,0.602544434491755,0.384781267667588,0.508363644128716,-0.1497148460093,0.30641450259952
"270",19.2,8,305,145,3425,13.2,78,1,"chevrolet monte carlo landau",270,-0.552019130512462,1.05049428932653,1.02963004874281,0.526073116795969,-0.827473251006799,1.47452988340145
"271",17.7,6,231,165,3445,13.4,78,1,"buick regal sport coupe (turbo)",271,-0.743933538220324,0.345211539161138,1.545509073603,0.549685747018974,-0.756130261007062,0.30641450259952
"272",18.1,8,302,139,3205,11.2,78,1,"ford futura",272,-0.692756362831561,1.02190174540091,0.87486634128476,0.266334184342921,-1.54090315100417,1.47452988340145
"273",17.5,8,318,140,4080,13.7,78,1,"dodge magnum xe",273,-0.769522125914705,1.17439531300424,0.900660292527769,1.29938675659936,-0.649115776007457,1.47452988340145
"274",30,4,98,68,2155,16.5,78,1,"chevrolet chevette",274,0.829764604984142,-0.922391241541532,-0.956504196968883,-0.973328902364807,0.349686083988857,-0.861700878202408
"275",27.5,4,134,95,2560,14.2,78,3,"toyota corona",275,0.509907258804372,-0.579280714434042,-0.260067513407639,-0.495173140348969,-0.470758301008115,-0.861700878202408
"276",27.2,4,119,97,2300,14.7,78,3,"datsun 510",276,0.4715243772628,-0.722243434062163,-0.208479610921621,-0.802137333248026,-0.292400826008773,-0.861700878202408
"277",30.9,4,105,75,2230,14.5,78,1,"dodge omni",277,0.944913249608858,-0.855675305715075,-0.77594653826782,-0.884781539028541,-0.36374381600851,-0.861700878202408
"278",21.1,4,134,95,2515,14.8,78,3,"toyota celica gt liftback",278,-0.308927547415837,-0.579280714434042,-0.260067513407639,-0.548301558350729,-0.256729331008905,-0.861700878202408
"279",23.2,4,156,105,2745,16.7,78,1,"plymouth sapporo",279,-0.0402473766248313,-0.369602058979465,-0.00212800097754814,-0.276756310786179,0.421029073988594,-0.861700878202408
"280",23.8,4,151,85,2855,17.6,78,1,"oldsmobile starfire sx",280,0.0365183864583135,-0.417256298855505,-0.518007025837729,-0.146886844559655,0.742072528987409,-0.861700878202408
"281",23.9,4,119,97,2405,14.9,78,3,"datsun 200-sx",281,0.049312680305504,-0.722243434062163,-0.208479610921621,-0.678171024577253,-0.221057836009036,-0.861700878202408
"282",20.3,5,131,103,2830,15.9,78,2,"audi 5000",282,-0.411281898193364,-0.607873258359666,-0.0537159034635663,-0.17640263233841,0.135657113989647,-0.277643187801444
"283",17,6,163,125,3140,13.6,78,2,"volvo 264gl",283,-0.833493595150659,-0.302886123153009,0.513751023882633,0.189593136118157,-0.684787271007325,0.30641450259952
"284",21.6,4,121,115,2795,15.7,78,2,"saab 99gle",284,-0.244956078179883,-0.703181738111747,0.255811511452542,-0.217724735228668,0.06431412398991,-0.861700878202408
"285",16.2,6,163,133,3410,15.8,78,2,"peugeot 604sl",285,-0.935847945928186,-0.302886123153009,0.720102633826705,0.508363644128716,0.0999856189897789,0.30641450259952
"286",31.5,4,89,71,1990,14.9,78,2,"volkswagen scirocco",286,1.021679012692,-1.0081688733184,-0.879122343239856,-1.16813310170459,-0.221057836009036,-0.861700878202408
"287",29.5,4,98,68,2135,16.6,78,3,"honda accord lx",287,0.765793135748188,-0.922391241541532,-0.956504196968883,-0.996941532587812,0.385357578988726,-0.861700878202408
"288",21.5,6,231,115,3245,15.4,79,1,"pontiac lemans v6",288,-0.257750372027074,0.345211539161138,0.255811511452542,0.31355944478893,-0.0427003610096947,0.30641450259952
"289",19.8,6,200,85,2990,18.2,79,1,"mercury zephyr 6",289,-0.475253367429317,0.0497552519296884,-0.518007025837729,0.0124984094456246,0.956101498986619,0.30641450259952
"290",22.3,4,140,88,2890,17.3,79,1,"ford fairmont 4",290,-0.155396021249548,-0.522095626582794,-0.440625172108702,-0.105564741669397,0.635058043987804,-0.861700878202408
"291",20.2,6,232,90,3265,18.2,79,1,"amc concord dl 6",291,-0.424076192040555,0.354742387136346,-0.389037269622684,0.337172075011935,0.956101498986619,0.30641450259952
"292",20.6,6,225,110,3360,16.6,79,1,"dodge aspen 6",292,-0.372899016651791,0.288026451309889,0.126841755237497,0.449332068571205,0.385357578988726,0.30641450259952
"293",17,8,305,130,3840,15.4,79,1,"chevrolet caprice classic",293,-0.833493595150659,1.05049428932653,0.642720780097678,1.01603519392331,-0.0427003610096947,1.47452988340145
"294",17.6,8,302,129,3725,13.4,79,1,"ford ltd landau",294,-0.756727832067514,1.02190174540091,0.616926828854669,0.880262570141035,-0.756130261007062,1.47452988340145
"295",16.5,8,351,138,3955,13.2,79,1,"mercury grand marquis",295,-0.897465064386613,1.4889132961861,0.849072390041751,1.15180781770558,-0.827473251006799,1.47452988340145
"296",18.2,8,318,135,3830,15.2,79,1,"dodge st. regis",296,-0.67996206898437,1.17439531300424,0.771690536312724,1.00422887881181,-0.114043351009432,1.47452988340145
"297",16.9,8,350,155,4360,14.9,79,1,"buick estate wagon (sw)",297,-0.84628788899785,1.47938244821089,1.2875695611729,1.62996357972142,-0.221057836009036,1.47452988340145
"298",15.5,8,351,142,4054,14.3,79,1,"ford country squire (sw)",298,-1.02540800285852,1.4889132961861,0.952248195013787,1.26869033730946,-0.435086806008246,1.47452988340145
"299",19.2,8,267,125,3605,15,79,1,"chevrolet malibu classic (sw)",299,-0.552019130512462,0.688322066268627,0.513751023882633,0.738586788803009,-0.185386341009168,1.47452988340145
"300",18.5,8,360,150,3940,13,79,1,"chrysler lebaron town @ country (sw)",300,-0.641579187442798,1.57469092796297,1.15859980495786,1.13409834503833,-0.898816241006535,1.47452988340145
"301",31.9,4,89,71,1925,14,79,2,"vw rabbit custom",301,1.07285618808077,-1.0081688733184,-0.879122343239856,-1.24487414992936,-0.542101291007852,-0.861700878202408
"302",34.1,4,86,65,1975,15.2,79,3,"maxda glc deluxe",302,1.35433065271896,-1.03676141724403,-1.03388605069791,-1.18584257437185,-0.114043351009432,-0.861700878202408
"303",35.7,4,98,80,1915,14.4,79,1,"dodge colt hatchback custom",303,1.55903935427402,-0.922391241541532,-0.646976782052775,-1.25668046504086,-0.399415311008378,-0.861700878202408
"304",27.4,4,121,80,2670,15,79,1,"amc spirit dl",304,0.497112964957181,-0.703181738111747,-0.646976782052775,-0.365303674122445,-0.185386341009168,-0.861700878202408
"305",25.4,5,183,77,3530,20.1,79,2,"mercedes benz 300d",305,0.241227088013366,-0.112269163648848,-0.724358635781802,0.650039425466742,1.63385990398412,-0.277643187801444
"306",23,8,350,125,3900,17.4,79,1,"cadillac eldorado",306,-0.0658359643192128,1.47938244821089,0.513751023882633,1.08687308459232,0.670729538987672,1.47452988340145
"307",27.2,4,141,71,3190,24.8,79,2,"peugeot 504",307,0.4715243772628,-0.512564778607586,-0.879122343239856,0.248624711675668,3.31042016897793,-0.861700878202408
"308",23.9,8,260,90,3420,22.2,79,1,"oldsmobile cutlass salon brougham",308,0.049312680305504,0.621606130442171,-0.389037269622684,0.520169959240218,2.38296129898135,1.47452988340145
"309",34.2,4,105,70,2200,13.2,79,1,"plymouth horizon",309,1.36712494656615,-0.855675305715075,-0.904916294482865,-0.920200484363047,-0.827473251006799,-0.861700878202408
"310",34.5,4,105,70,2150,14.9,79,1,"plymouth horizon tc3",310,1.40550782810773,-0.855675305715075,-0.904916294482865,-0.979232059920558,-0.221057836009036,-0.861700878202408
"311",31.8,4,85,65,2020,19.2,79,3,"datsun 210",311,1.06006189423358,-1.04629226521924,-1.03388605069791,-1.13271415637009,1.3128164489853,-0.861700878202408
"312",37.3,4,91,69,2130,14.7,79,2,"fiat strada custom",312,1.76374805582907,-0.989107177367988,-0.930710245725874,-1.00284469014356,-0.292400826008773,-0.861700878202408
"313",28.4,4,151,90,2670,16,79,1,"buick skylark limited",313,0.625055903429089,-0.417256298855505,-0.389037269622684,-0.365303674122445,0.171328608989515,-0.861700878202408
"314",28.8,6,173,115,2595,11.3,79,1,"chevrolet citation",314,0.676233078817852,-0.207577643400929,0.255811511452542,-0.453851037458711,-1.5052316560043,0.30641450259952
"315",26.8,6,173,115,2700,12.9,79,1,"oldsmobile omega brougham",315,0.420347201874037,-0.207577643400929,0.255811511452542,-0.329884728787939,-0.934487736006403,0.30641450259952
"316",33.5,4,151,90,2556,13.2,79,1,"pontiac phoenix",316,1.27756488963582,-0.417256298855505,-0.389037269622684,-0.49989566639357,-0.827473251006799,-0.861700878202408
"317",41.5,4,98,76,2144,14.7,80,2,"vw rabbit",317,2.30110839741108,-0.922391241541532,-0.750152587024811,-0.98631584898746,-0.292400826008773,-0.861700878202408
"318",38.1,4,89,60,1968,18.8,80,3,"toyota corolla tercel",318,1.86610240660659,-1.0081688733184,-1.16285580691296,-1.1941069949499,1.17013046898583,-0.861700878202408
"319",32.1,4,98,70,2120,15.5,80,1,"chevrolet chevette",319,1.09844477577515,-0.922391241541532,-0.904916294482865,-1.01465100525507,-0.00702886600982643,-0.861700878202408
"320",37.2,4,86,65,2019,16.4,80,3,"datsun 310",320,1.75095376198188,-1.03676141724403,-1.03388605069791,-1.13389478788124,0.314014588988988,-0.861700878202408
"321",28,4,151,90,2678,16.5,80,1,"chevrolet citation",321,0.573878728040326,-0.417256298855505,-0.389037269622684,-0.355858622033243,0.349686083988857,-0.861700878202408
"322",26.4,4,140,88,2870,18.1,80,1,"ford fairmont",322,0.369170026485273,-0.522095626582794,-0.440625172108702,-0.129177371892402,0.920430003986751,-0.861700878202408
"323",24.3,4,151,90,3003,20.1,80,1,"amc concord",323,0.100489855694267,-0.417256298855505,-0.389037269622684,0.0278466190905774,1.63385990398412,-0.861700878202408
"324",19.1,6,225,90,3381,18.7,80,1,"dodge aspen",324,-0.564813424359653,0.288026451309889,-0.389037269622684,0.47412533030536,1.13445897398596,0.30641450259952
"325",34.3,4,97,78,2188,15.8,80,2,"audi 4000",325,1.37991924041334,-0.93192208951674,-0.698564684538793,-0.93436806249685,0.0999856189897789,-0.861700878202408
